Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Apr-04,4,April,2004,363,648,398,6,34
CLT,"Charlotte, NC: Charlotte Douglas International",Apr-04,4,April,2004,237,388,467,0,14
DCA,"Washington, DC: Ronald Reagan Washington National",Apr-04,4,April,2004,294,285,383,3,47
DEN,"Denver, CO: Denver International",Apr-04,4,April,2004,490,364,523,7,52
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Apr-04,4,April,2004,700,777,1396,11,217
DTW,"Detroit, MI: Detroit Metro Wayne County",Apr-04,4,April,2004,422,383,768,8,54
EWR,"Newark, NJ: Newark Liberty International",Apr-04,4,April,2004,355,655,2336,10,108
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Apr-04,4,April,2004,309,374,617,7,22
IAD,"Washington, DC: Washington Dulles International",Apr-04,4,April,2004,222,430,663,0,19
IAH,"Houston, TX: George Bush Intercontinental/Houston",Apr-04,4,April,2004,418,660,1629,12,92
JFK,"New York, NY: John F. Kennedy International",Apr-04,4,April,2004,357,297,819,16,28
LAS,"Las Vegas, NV: McCarran International",Apr-04,4,April,2004,528,875,847,10,74
LAX,"Los Angeles, CA: Los Angeles International",Apr-04,4,April,2004,775,813,802,11,53
LGA,"New York, NY: LaGuardia",Apr-04,4,April,2004,324,451,1385,1,118
MCO,"Orlando, FL: Orlando International",Apr-04,4,April,2004,423,513,684,4,43
MDW,"Chicago, IL: Chicago Midway International",Apr-04,4,April,2004,235,479,412,7,15
MIA,"Miami, FL: Miami International",Apr-04,4,April,2004,223,160,464,0,20
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Apr-04,4,April,2004,380,300,802,8,84
ORD,"Chicago, IL: Chicago O'Hare International",Apr-04,4,April,2004,728,1483,5346,2,129
PDX,"Portland, OR: Portland International",Apr-04,4,April,2004,185,233,157,4,8
PHL,"Philadelphia, PA: Philadelphia International",Apr-04,4,April,2004,315,448,1138,0,33
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Apr-04,4,April,2004,549,782,607,9,43
SAN,"San Diego, CA: San Diego International",Apr-04,4,April,2004,363,377,250,5,28
SEA,"Seattle, WA: Seattle/Tacoma International",Apr-04,4,April,2004,333,489,337,11,17
SFO,"San Francisco, CA: San Francisco International",Apr-04,4,April,2004,395,293,773,9,27
SLC,"Salt Lake City, UT: Salt Lake City International",Apr-04,4,April,2004,549,284,628,17,52
TPA,"Tampa, FL: Tampa International",Apr-04,4,April,2004,255,348,333,3,18
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May-04,5,May,2004,1326,1515,5402,2,556
BOS,"Boston, MA: Logan International",May-04,5,May,2004,435,662,1295,4,91
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",May-04,5,May,2004,393,795,730,7,114
CLT,"Charlotte, NC: Charlotte Douglas International",May-04,5,May,2004,262,424,556,1,48
DCA,"Washington, DC: Ronald Reagan Washington National",May-04,5,May,2004,323,328,713,2,113
DEN,"Denver, CO: Denver International",May-04,5,May,2004,631,525,774,3,79
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",May-04,5,May,2004,926,930,1724,2,239
DTW,"Detroit, MI: Detroit Metro Wayne County",May-04,5,May,2004,496,550,1094,3,201
EWR,"Newark, NJ: Newark Liberty International",May-04,5,May,2004,384,792,2548,6,144
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",May-04,5,May,2004,274,420,369,2,47
IAD,"Washington, DC: Washington Dulles International",May-04,5,May,2004,261,726,737,0,47
IAH,"Houston, TX: George Bush Intercontinental/Houston",May-04,5,May,2004,547,836,1488,9,133
JFK,"New York, NY: John F. Kennedy International",May-04,5,May,2004,328,358,845,14,56
LAS,"Las Vegas, NV: McCarran International",May-04,5,May,2004,598,912,747,5,50
LAX,"Los Angeles, CA: Los Angeles International",May-04,5,May,2004,804,842,1224,8,96
LGA,"New York, NY: LaGuardia",May-04,5,May,2004,362,511,1736,6,175
MCO,"Orlando, FL: Orlando International",May-04,5,May,2004,439,565,634,3,74
MDW,"Chicago, IL: Chicago Midway International",May-04,5,May,2004,251,643,848,2,100
MIA,"Miami, FL: Miami International",May-04,5,May,2004,262,257,420,4,30
MSP,"Minneapolis, MN: Minneapolis-St Paul International",May-04,5,May,2004,506,525,1036,5,137
ORD,"Chicago, IL: Chicago O'Hare International",May-04,5,May,2004,1106,2759,6883,1,215
PDX,"Portland, OR: Portland International",May-04,5,May,2004,216,291,251,2,22
PHL,"Philadelphia, PA: Philadelphia International",May-04,5,May,2004,379,512,1425,2,88
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",May-04,5,May,2004,548,757,652,11,53
SAN,"San Diego, CA: San Diego International",May-04,5,May,2004,363,413,368,6,31
SEA,"Seattle, WA: Seattle/Tacoma International",May-04,5,May,2004,485,628,678,12,38
SFO,"San Francisco, CA: San Francisco International",May-04,5,May,2004,450,441,1314,1,64
SLC,"Salt Lake City, UT: Salt Lake City International",May-04,5,May,2004,634,336,624,22,66
TPA,"Tampa, FL: Tampa International",May-04,5,May,2004,271,444,349,2,33
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Jun-04,6,June,2004,1667,2070,7274,11,695
BOS,"Boston, MA: Logan International",Jun-04,6,June,2004,520,794,1053,8,119
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Jun-04,6,June,2004,427,829,619,10,108
CLT,"Charlotte, NC: Charlotte Douglas International",Jun-04,6,June,2004,390,597,668,1,67
DCA,"Washington, DC: Ronald Reagan Washington National",Jun-04,6,June,2004,410,385,669,1,145
DEN,"Denver, CO: Denver International",Jun-04,6,June,2004,969,726,1259,7,141
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Jun-04,6,June,2004,1482,2243,3381,19,729
DTW,"Detroit, MI: Detroit Metro Wayne County",Jun-04,6,June,2004,659,670,1055,9,164
EWR,"Newark, NJ: Newark Liberty International",Jun-04,6,June,2004,486,947,1813,11,127
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Jun-04,6,June,2004,322,489,382,4,70
IAD,"Washington, DC: Washington Dulles International",Jun-04,6,June,2004,362,849,670,5,70
IAH,"Houston, TX: George Bush Intercontinental/Houston",Jun-04,6,June,2004,740,1456,2870,22,279
JFK,"New York, NY: John F. Kennedy International",Jun-04,6,June,2004,417,472,709,11,90
LAS,"Las Vegas, NV: McCarran International",Jun-04,6,June,2004,853,1343,1214,21,69
LAX,"Los Angeles, CA: Los Angeles International",Jun-04,6,June,2004,1213,1217,1614,21,126
LGA,"New York, NY: LaGuardia",Jun-04,6,June,2004,423,603,1212,5,154
MCO,"Orlando, FL: Orlando International",Jun-04,6,June,2004,565,812,818,6,106
MDW,"Chicago, IL: Chicago Midway International",Jun-04,6,June,2004,257,763,892,11,109
MIA,"Miami, FL: Miami International",Jun-04,6,June,2004,348,382,554,2,60
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Jun-04,6,June,2004,712,650,1150,14,147
ORD,"Chicago, IL: Chicago O'Hare International",Jun-04,6,June,2004,1269,2422,5016,7,244
PDX,"Portland, OR: Portland International",Jun-04,6,June,2004,284,426,306,6,34
PHL,"Philadelphia, PA: Philadelphia International",Jun-04,6,June,2004,448,683,1347,4,94
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Jun-04,6,June,2004,859,1134,986,22,80
SAN,"San Diego, CA: San Diego International",Jun-04,6,June,2004,471,624,467,9,44
SEA,"Seattle, WA: Seattle/Tacoma International",Jun-04,6,June,2004,694,915,799,13,54
SFO,"San Francisco, CA: San Francisco International",Jun-04,6,June,2004,617,630,1318,7,81
SLC,"Salt Lake City, UT: Salt Lake City International",Jun-04,6,June,2004,743,510,836,17,98
TPA,"Tampa, FL: Tampa International",Jun-04,6,June,2004,306,550,499,1,62
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Jul-04,7,July,2004,1854,1811,5038,9,491
BOS,"Boston, MA: Logan International",Jul-04,7,July,2004,635,815,1481,8,177
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Jul-04,7,July,2004,432,839,705,6,124
CLT,"Charlotte, NC: Charlotte Douglas International",Jul-04,7,July,2004,381,550,477,0,58
DCA,"Washington, DC: Ronald Reagan Washington National",Jul-04,7,July,2004,463,427,761,2,130
DEN,"Denver, CO: Denver International",Jul-04,7,July,2004,892,744,962,7,132
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Jul-04,7,July,2004,1317,1621,1756,13,257
DTW,"Detroit, MI: Detroit Metro Wayne County",Jul-04,7,July,2004,675,646,908,5,133
EWR,"Newark, NJ: Newark Liberty International",Jul-04,7,July,2004,523,979,2474,12,160
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Jul-04,7,July,2004,354,489,456,0,37
IAD,"Washington, DC: Washington Dulles International",Jul-04,7,July,2004,419,1186,1233,1,74
IAH,"Houston, TX: George Bush Intercontinental/Houston",Jul-04,7,July,2004,533,946,1377,24,114
JFK,"New York, NY: John F. Kennedy International",Jul-04,7,July,2004,548,598,1144,17,163
LAS,"Las Vegas, NV: McCarran International",Jul-04,7,July,2004,836,1279,879,19,53
LAX,"Los Angeles, CA: Los Angeles International",Jul-04,7,July,2004,1236,1233,1245,21,117
LGA,"New York, NY: LaGuardia",Jul-04,7,July,2004,450,566,1785,1,192
MCO,"Orlando, FL: Orlando International",Jul-04,7,July,2004,617,804,786,7,97
MDW,"Chicago, IL: Chicago Midway International",Jul-04,7,July,2004,294,825,812,7,93
MIA,"Miami, FL: Miami International",Jul-04,7,July,2004,383,392,577,9,68
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Jul-04,7,July,2004,680,662,986,11,93
ORD,"Chicago, IL: Chicago O'Hare International",Jul-04,7,July,2004,1346,2095,4304,6,170
PDX,"Portland, OR: Portland International",Jul-04,7,July,2004,293,406,210,6,23
PHL,"Philadelphia, PA: Philadelphia International",Jul-04,7,July,2004,474,656,1604,1,133
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Jul-04,7,July,2004,819,1039,786,20,68
SAN,"San Diego, CA: San Diego International",Jul-04,7,July,2004,556,633,362,4,25
SEA,"Seattle, WA: Seattle/Tacoma International",Jul-04,7,July,2004,717,927,542,12,39
SFO,"San Francisco, CA: San Francisco International",Jul-04,7,July,2004,705,610,1103,6,62
SLC,"Salt Lake City, UT: Salt Lake City International",Jul-04,7,July,2004,706,437,512,21,82
TPA,"Tampa, FL: Tampa International",Jul-04,7,July,2004,315,562,400,3,41
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Aug-04,8,August,2004,1366,1443,4442,12,411
BOS,"Boston, MA: Logan International",Aug-04,8,August,2004,588,793,1041,4,152
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Aug-04,8,August,2004,403,725,572,10,104
CLT,"Charlotte, NC: Charlotte Douglas International",Aug-04,8,August,2004,382,516,444,0,55
DCA,"Washington, DC: Ronald Reagan Washington National",Aug-04,8,August,2004,398,318,569,1,126
DEN,"Denver, CO: Denver International",Aug-04,8,August,2004,754,608,838,5,114
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Aug-04,8,August,2004,1234,1795,1984,12,469
DTW,"Detroit, MI: Detroit Metro Wayne County",Aug-04,8,August,2004,467,549,701,3,142
EWR,"Newark, NJ: Newark Liberty International",Aug-04,8,August,2004,427,840,2060,6,139
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Aug-04,8,August,2004,358,473,492,9,52
IAD,"Washington, DC: Washington Dulles International",Aug-04,8,August,2004,380,1191,1411,1,88
IAH,"Houston, TX: George Bush Intercontinental/Houston",Aug-04,8,August,2004,470,674,1072,15,90
JFK,"New York, NY: John F. Kennedy International",Aug-04,8,August,2004,531,717,973,18,133
LAS,"Las Vegas, NV: McCarran International",Aug-04,8,August,2004,833,1362,1001,22,67
LAX,"Los Angeles, CA: Los Angeles International",Aug-04,8,August,2004,1115,1221,1491,16,135
LGA,"New York, NY: LaGuardia",Aug-04,8,August,2004,473,487,1203,2,177
MCO,"Orlando, FL: Orlando International",Aug-04,8,August,2004,561,700,824,8,105
MDW,"Chicago, IL: Chicago Midway International",Aug-04,8,August,2004,234,656,668,8,85
MIA,"Miami, FL: Miami International",Aug-04,8,August,2004,380,344,591,5,72
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Aug-04,8,August,2004,540,484,974,6,96
ORD,"Chicago, IL: Chicago O'Hare International",Aug-04,8,August,2004,1257,1987,3583,10,252
PDX,"Portland, OR: Portland International",Aug-04,8,August,2004,300,420,289,2,26
PHL,"Philadelphia, PA: Philadelphia International",Aug-04,8,August,2004,464,680,1449,1,146
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Aug-04,8,August,2004,775,1098,1103,19,85
SAN,"San Diego, CA: San Diego International",Aug-04,8,August,2004,486,704,399,12,45
SEA,"Seattle, WA: Seattle/Tacoma International",Aug-04,8,August,2004,647,970,771,8,46
SFO,"San Francisco, CA: San Francisco International",Aug-04,8,August,2004,693,523,1395,7,97
SLC,"Salt Lake City, UT: Salt Lake City International",Aug-04,8,August,2004,573,430,575,14,76
TPA,"Tampa, FL: Tampa International",Aug-04,8,August,2004,296,514,429,1,40
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Sep-04,9,September,2004,1090,944,5019,15,362
BOS,"Boston, MA: Logan International",Sep-04,9,September,2004,382,423,627,5,71
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Sep-04,9,September,2004,278,385,304,5,41
CLT,"Charlotte, NC: Charlotte Douglas International",Sep-04,9,September,2004,219,304,399,0,17
DCA,"Washington, DC: Ronald Reagan Washington National",Sep-04,9,September,2004,334,243,376,1,51
DEN,"Denver, CO: Denver International",Sep-04,9,September,2004,430,261,299,8,23
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Sep-04,9,September,2004,673,588,640,8,89
DTW,"Detroit, MI: Detroit Metro Wayne County",Sep-04,9,September,2004,368,327,468,3,66
EWR,"Newark, NJ: Newark Liberty International",Sep-04,9,September,2004,266,433,2129,6,104
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Sep-04,9,September,2004,205,201,399,4,16
IAD,"Washington, DC: Washington Dulles International",Sep-04,9,September,2004,252,879,1339,5,41
IAH,"Houston, TX: George Bush Intercontinental/Houston",Sep-04,9,September,2004,279,304,417,12,23
JFK,"New York, NY: John F. Kennedy International",Sep-04,9,September,2004,401,272,586,19,87
LAS,"Las Vegas, NV: McCarran International",Sep-04,9,September,2004,513,716,595,14,34
LAX,"Los Angeles, CA: Los Angeles International",Sep-04,9,September,2004,729,648,773,22,46
LGA,"New York, NY: LaGuardia",Sep-04,9,September,2004,359,313,1210,1,114
MCO,"Orlando, FL: Orlando International",Sep-04,9,September,2004,340,321,445,4,55
MDW,"Chicago, IL: Chicago Midway International",Sep-04,9,September,2004,147,313,238,9,10
MIA,"Miami, FL: Miami International",Sep-04,9,September,2004,200,153,328,1,28
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Sep-04,9,September,2004,371,247,585,6,49
ORD,"Chicago, IL: Chicago O'Hare International",Sep-04,9,September,2004,693,796,968,14,57
PDX,"Portland, OR: Portland International",Sep-04,9,September,2004,221,239,148,4,10
PHL,"Philadelphia, PA: Philadelphia International",Sep-04,9,September,2004,328,417,1071,3,37
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Sep-04,9,September,2004,481,569,498,21,31
SAN,"San Diego, CA: San Diego International",Sep-04,9,September,2004,297,329,230,6,27
SEA,"Seattle, WA: Seattle/Tacoma International",Sep-04,9,September,2004,378,512,515,13,33
SFO,"San Francisco, CA: San Francisco International",Sep-04,9,September,2004,385,291,660,14,24
SLC,"Salt Lake City, UT: Salt Lake City International",Sep-04,9,September,2004,491,270,329,13,46
TPA,"Tampa, FL: Tampa International",Sep-04,9,September,2004,210,254,203,5,25
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Oct-04,10,October,2004,1257,1445,5822,11,500
BOS,"Boston, MA: Logan International",Oct-04,10,October,2004,461,475,916,5,57
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Oct-04,10,October,2004,328,481,297,2,25
CLT,"Charlotte, NC: Charlotte Douglas International",Oct-04,10,October,2004,315,363,472,1,33
DCA,"Washington, DC: Ronald Reagan Washington National",Oct-04,10,October,2004,357,279,375,2,63
DEN,"Denver, CO: Denver International",Oct-04,10,October,2004,544,405,517,1,38
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Oct-04,10,October,2004,942,1456,2159,12,397
DTW,"Detroit, MI: Detroit Metro Wayne County",Oct-04,10,October,2004,429,449,819,8,68
EWR,"Newark, NJ: Newark Liberty International",Oct-04,10,October,2004,322,547,1779,6,67
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Oct-04,10,October,2004,239,235,289,1,22
IAD,"Washington, DC: Washington Dulles International",Oct-04,10,October,2004,260,1212,1218,3,42
IAH,"Houston, TX: George Bush Intercontinental/Houston",Oct-04,10,October,2004,362,506,874,9,47
JFK,"New York, NY: John F. Kennedy International",Oct-04,10,October,2004,398,246,605,12,81
LAS,"Las Vegas, NV: McCarran International",Oct-04,10,October,2004,654,1116,1320,14,101
LAX,"Los Angeles, CA: Los Angeles International",Oct-04,10,October,2004,938,1041,1669,15,130
LGA,"New York, NY: LaGuardia",Oct-04,10,October,2004,392,359,1101,7,103
MCO,"Orlando, FL: Orlando International",Oct-04,10,October,2004,409,380,330,6,43
MDW,"Chicago, IL: Chicago Midway International",Oct-04,10,October,2004,198,485,366,6,12
MIA,"Miami, FL: Miami International",Oct-04,10,October,2004,232,161,229,2,18
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Oct-04,10,October,2004,468,371,987,4,49
ORD,"Chicago, IL: Chicago O'Hare International",Oct-04,10,October,2004,819,1509,2754,5,98
PDX,"Portland, OR: Portland International",Oct-04,10,October,2004,253,362,177,4,20
PHL,"Philadelphia, PA: Philadelphia International",Oct-04,10,October,2004,387,606,1549,1,48
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Oct-04,10,October,2004,708,995,1422,22,63
SAN,"San Diego, CA: San Diego International",Oct-04,10,October,2004,428,577,633,5,32
SEA,"Seattle, WA: Seattle/Tacoma International",Oct-04,10,October,2004,400,609,429,4,31
SFO,"San Francisco, CA: San Francisco International",Oct-04,10,October,2004,536,501,1510,3,52
SLC,"Salt Lake City, UT: Salt Lake City International",Oct-04,10,October,2004,619,412,431,8,65
TPA,"Tampa, FL: Tampa International",Oct-04,10,October,2004,253,313,202,5,16
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Nov-04,11,November,2004,1405,1596,6664,21,495
BOS,"Boston, MA: Logan International",Nov-04,11,November,2004,458,539,900,7,63
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Nov-04,11,November,2004,377,604,299,6,27
CLT,"Charlotte, NC: Charlotte Douglas International",Nov-04,11,November,2004,378,533,553,0,39
